City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Tam Ky,VN,15.5667,108.4833,79.72,90,100,4.38,overcast clouds
345,Ibra,OM,22.6906,58.5334,85.23,60,100,10.65,overcast clouds
346,Necochea,AR,-38.5473,-58.7368,47.64,75,100,25.1,overcast clouds
347,Talaya,RU,61.3833,152.75,64.47,84,98,3.69,light rain
348,Port Hardy,CA,50.6996,-127.4199,53.78,100,75,0.0,mist
349,Qaqortoq,GL,60.7167,-46.0333,41.83,86,100,2.8,overcast clouds
350,Lompoc,US,34.6391,-120.4579,57.61,92,100,0.0,overcast clouds
351,Yangcun,CN,39.3639,117.0603,78.78,72,23,5.61,few clouds
352,Luderitz,NA,-26.6481,15.1594,72.59,35,0,2.37,clear sky
353,Teguldet,RU,57.3064,88.1667,56.46,67,90,1.95,overcast clouds
354,Te Anau,NZ,-45.4167,167.7167,42.13,90,99,6.4,overcast clouds
355,Ketchikan,US,55.3422,-131.6461,55.38,96,100,2.44,overcast clouds
356,Jiquilisco,SV,13.3167,-88.5833,86.59,59,92,1.92,overcast clouds
357,Pierre,US,44.3683,-100.351,74.86,85,100,1.99,overcast clouds
358,Waw,SS,7.7029,27.9953,81.28,64,53,4.0,broken clouds
359,Golden,US,39.7555,-105.2211,85.48,43,40,8.05,scattered clouds
360,Asau,RO,46.4333,26.4,81.52,29,9,11.01,clear sky
361,Bathsheba,BB,13.2167,-59.5167,77.61,94,75,21.85,broken clouds
362,Grindavik,IS,63.8424,-22.4338,54.07,82,75,16.11,broken clouds
363,Santa Fe,AR,-31.6333,-60.7,51.03,78,100,13.0,moderate rain
364,Roald,NO,62.5833,6.1333,58.15,71,75,10.36,broken clouds
365,Half Moon Bay,US,37.4636,-122.4286,71.91,84,100,5.75,mist
366,Banda,IN,25.4833,80.3333,96.62,39,36,3.74,scattered clouds
367,Paamiut,GL,61.994,-49.6678,40.39,86,100,8.63,overcast clouds
368,Shetpe,KZ,44.1667,52.1167,99.48,14,0,9.62,clear sky
369,Yola,NG,9.2,12.4833,83.95,69,94,3.27,light rain
370,Evensk,RU,61.95,159.2333,52.79,85,99,4.5,overcast clouds
371,Buala,SB,-8.145,159.5921,79.0,83,90,10.0,light rain
372,Auriflama,BR,-20.6856,-50.5547,90.19,23,95,13.87,overcast clouds
373,Kuryk,KZ,43.2,51.65,90.3,30,0,7.36,clear sky
374,Prabumulih,ID,-3.45,104.25,74.12,93,96,2.86,overcast clouds
375,Nanchang,CN,28.6833,115.8833,87.67,66,100,8.37,light rain
376,Coquimbo,CL,-29.9533,-71.3436,53.87,56,0,3.98,clear sky
377,Peruibe,BR,-24.32,-46.9983,88.38,35,96,6.6,overcast clouds
378,Tarauaca,BR,-8.1614,-70.7656,89.35,52,46,2.75,scattered clouds
379,Uglovskoye,RU,51.3557,80.1942,71.83,54,27,7.52,scattered clouds
380,Brae,GB,60.3964,-1.353,52.41,92,100,16.91,overcast clouds
381,East London,ZA,-33.0153,27.9116,68.25,62,50,12.55,scattered clouds
382,Tacuarembo,UY,-31.7333,-55.9833,50.32,95,100,14.09,overcast clouds
383,Scunthorpe,GB,53.579,-0.6544,82.09,52,62,7.0,broken clouds
384,Sistranda,NO,63.7256,8.834,51.76,79,100,22.3,overcast clouds
385,Plettenberg Bay,ZA,-34.0527,23.3716,67.01,45,1,5.26,clear sky
386,Flinders,AU,-34.5833,150.8552,53.38,61,0,5.99,clear sky
387,Le Port,RE,-20.9373,55.2919,69.76,69,42,3.02,scattered clouds
388,Acajutla,SV,13.5928,-89.8275,84.92,61,100,1.97,overcast clouds
389,Kaeo,NZ,-35.1,173.7833,45.32,95,13,4.59,few clouds
390,Lisala,CD,2.15,21.5167,76.12,82,100,2.01,overcast clouds
391,Nouadhibou,MR,20.931,-17.0347,75.18,73,5,19.57,clear sky
392,Gambela,ET,8.25,34.5833,76.39,75,99,2.44,overcast clouds
393,Kuruman,ZA,-27.4524,23.4325,61.0,37,0,6.24,clear sky
394,Pokhara,NP,28.2333,83.9833,75.49,82,83,4.47,broken clouds
395,Mapiripan,CO,2.8892,-72.1256,84.31,66,100,6.62,overcast clouds
396,Belyy Yar,RU,53.6039,91.3903,64.29,63,0,2.24,light rain
397,Kara,TG,9.5511,1.1861,78.13,83,100,3.78,moderate rain
398,Kutiyana,IN,21.6233,69.9817,81.91,89,69,21.9,light rain
399,Ulaangom,MN,49.9811,92.0667,62.51,48,31,3.36,scattered clouds
400,San Juan,AR,-31.5375,-68.5364,45.9,49,6,8.63,clear sky
401,Mehamn,NO,71.0357,27.8492,51.75,93,100,10.36,overcast clouds
402,Porto Novo,BJ,6.4965,2.6036,79.5,74,100,12.28,overcast clouds
403,Taloqan,AF,36.7361,69.5345,84.07,17,0,2.93,clear sky
404,Moose Factory,CA,51.2585,-80.6094,76.59,40,81,7.72,broken clouds
405,Bar-Le-Duc,FR,48.75,5.1667,82.22,23,3,10.2,clear sky
406,Hyeres,FR,43.1167,6.1167,95.67,63,20,10.36,few clouds
407,Nhulunbuy,AU,-12.2333,136.7667,72.21,73,40,12.66,scattered clouds
408,Sassandra,CI,4.95,-6.0833,77.14,86,98,11.03,light rain
409,Rumford,US,44.5537,-70.5509,81.95,52,100,4.07,overcast clouds
410,Harper,LR,4.375,-7.7169,77.77,77,98,10.71,overcast clouds
411,Mount Darwin,ZW,-16.7725,31.5838,65.34,42,34,10.38,scattered clouds
412,Saint Austell,GB,50.3383,-4.7658,80.44,50,0,11.5,clear sky
413,Biscarrosse,FR,44.3945,-1.1672,100.35,17,0,11.5,clear sky
414,Semey,KZ,50.4111,80.2275,76.75,47,29,7.02,scattered clouds
415,Nyirvasvari,HU,47.8167,22.1868,84.13,20,37,16.33,scattered clouds
416,Bahir Dar,ET,11.5936,37.3908,64.33,85,100,4.29,light rain
417,Amurzet,RU,47.6967,131.0981,63.93,98,100,7.94,overcast clouds
418,Pavlodar,KZ,52.3,76.95,67.8,88,40,6.71,scattered clouds
419,Labranzagrande,CO,5.5622,-72.575,78.73,55,93,6.35,overcast clouds
420,Potosi,BO,-19.5836,-65.7531,49.37,4,0,13.89,clear sky
421,Turukhansk,RU,65.8167,87.9833,57.67,71,61,13.4,broken clouds
422,Egvekinot,RU,66.3167,-179.1667,44.06,89,100,3.96,overcast clouds
423,Manzhouli,CN,49.6,117.4333,63.46,94,100,4.94,overcast clouds
424,Ileza,RU,61.0533,43.9002,65.93,61,80,3.11,broken clouds
425,Aloleng,PH,16.1307,119.7824,78.8,89,100,6.62,light rain
426,Havelock,US,34.8791,-76.9013,82.38,82,75,9.22,thunderstorm
427,La Ronge,CA,55.1001,-105.2842,70.02,78,75,13.8,broken clouds
428,Vila,PT,42.0304,-8.1588,70.68,22,84,4.74,broken clouds
429,Bad Bevensen,DE,53.0833,10.5833,66.65,41,6,13.76,clear sky
430,Lavrentiya,RU,65.5833,-171.0,43.93,73,86,4.92,overcast clouds
431,Fort-Shevchenko,KZ,44.5086,50.263,88.79,44,0,4.72,clear sky
432,Bianzhuang,CN,34.8486,118.0447,76.26,92,100,3.36,overcast clouds
433,Shevchenkove,UA,49.6959,37.1735,68.27,74,99,7.58,overcast clouds
434,Namtsy,RU,62.7161,129.6658,67.32,87,85,3.13,light rain
435,Maumere,ID,-8.6199,122.2111,76.68,79,61,7.14,broken clouds
436,Synya,RU,65.3718,58.0387,70.12,78,96,4.94,light rain
437,Gaoual,GN,11.75,-13.2,88.52,63,79,4.14,broken clouds
438,Mosquera,CO,4.7059,-74.2302,65.73,48,6,4.0,clear sky
439,Lezajsk,PL,50.2626,22.4193,71.92,48,100,3.0,overcast clouds
440,Nsanje,MW,-16.92,35.262,68.47,68,100,4.88,overcast clouds
441,Nuevitas,CU,21.5453,-77.2644,87.96,62,63,9.19,broken clouds
442,Whitehorse,CA,60.7161,-135.0538,55.09,75,100,10.0,overcast clouds
443,Kirakira,SB,-10.4544,161.9205,78.67,82,38,12.3,scattered clouds
444,Ajdabiya,LY,30.7554,20.2263,81.68,53,0,16.37,clear sky
445,Korla,CN,41.7597,86.1469,75.25,43,59,8.75,broken clouds
446,Biak,ID,-0.9131,122.8766,75.16,83,100,4.41,overcast clouds
447,Sitka,US,57.0531,-135.33,55.29,88,100,4.61,overcast clouds
448,Pinheiro Machado,BR,-31.5783,-53.3811,52.05,99,99,1.43,light rain
449,Tsuruga,JP,35.6455,136.0558,72.64,93,99,5.17,overcast clouds
450,Pacifica,US,37.6138,-122.4869,70.72,94,100,10.0,mist
451,Alta Floresta,BR,-9.8756,-56.0861,96.85,29,69,2.68,broken clouds
452,Nara,JP,34.6851,135.8049,77.92,78,100,1.99,light rain
453,Sri Aman,MY,1.2376,111.4621,73.24,98,75,0.47,broken clouds
454,Saint-Augustin,CA,51.226,-58.6502,69.66,42,45,7.94,scattered clouds
455,Belmonte,BR,-15.8631,-38.8828,78.53,58,8,5.84,clear sky
456,Livingston,GB,55.9029,-3.5226,71.2,60,0,10.36,clear sky
457,Kourou,GF,5.1552,-52.6478,86.11,65,25,7.29,scattered clouds
458,Port Hedland,AU,-20.3167,118.5667,55.45,62,77,4.61,broken clouds
459,Rio Gallegos,AR,-51.6226,-69.2181,31.23,68,100,6.53,overcast clouds
460,Ulaanbaatar,MN,47.9077,106.8832,51.49,80,11,3.0,few clouds
461,Laguna,US,38.421,-121.4238,92.08,60,0,1.01,clear sky
462,Edd,ER,13.9297,41.6925,91.38,63,100,10.38,overcast clouds
463,Dunedin,NZ,-45.8742,170.5036,41.81,64,9,4.0,clear sky
464,Safaga,EG,26.7292,33.9365,89.51,40,0,14.58,clear sky
465,Hualmay,PE,-11.0964,-77.6139,63.0,77,72,9.82,broken clouds
466,Teya,RU,60.3778,92.6267,51.39,84,55,2.08,broken clouds
467,Belozerskoye,RU,55.8214,65.5842,64.87,97,76,6.38,light rain
468,Tefe,BR,-3.3542,-64.7114,90.59,52,34,4.61,scattered clouds
469,Yulara,AU,-25.2406,130.9889,52.95,19,20,5.41,few clouds
470,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,0.0,heavy intensity rain
471,Zheleznodorozhnyy,RU,55.7503,38.0042,71.15,51,100,4.61,overcast clouds
472,Ballina,AU,-28.8667,153.5667,51.78,79,1,8.55,clear sky
473,Anicuns,BR,-16.4611,-49.9617,87.66,24,77,4.47,broken clouds
474,Ossora,RU,59.2353,163.0719,54.0,88,54,5.44,broken clouds
475,Manadhoo,MV,5.7667,73.3833,82.53,78,44,7.63,scattered clouds
476,Chara,RU,56.9064,118.2631,63.68,89,89,1.3,overcast clouds
477,Jinchang,CN,38.4953,102.1739,66.94,44,100,8.16,overcast clouds
478,Kaniama,CD,-7.5667,24.1833,83.39,28,8,2.44,clear sky
479,Jacareacanga,BR,-6.2222,-57.7528,95.61,37,12,4.47,few clouds
480,Toropets,RU,56.4978,31.6353,62.24,60,87,4.12,overcast clouds
481,Sadovoye,RU,47.7764,44.5089,87.96,28,49,12.17,scattered clouds
482,Kudahuvadhoo,MV,2.6708,72.8944,83.12,77,27,9.78,scattered clouds
483,Jalu,LY,29.0331,21.5482,95.79,18,0,9.89,clear sky
484,Alexandria,EG,31.2156,29.9553,84.16,61,0,16.11,clear sky
485,Padang,ID,-0.9492,100.3543,78.12,85,76,3.58,broken clouds
486,Bajil,YE,15.0584,43.2851,92.91,42,81,24.2,broken clouds
487,Nizhnyaya Omka,RU,55.4338,74.9426,60.85,80,100,5.23,overcast clouds
488,Atikokan,CA,48.7555,-91.6216,82.09,43,37,3.11,scattered clouds
489,Meulaboh,ID,4.1363,96.1285,78.22,86,84,3.22,broken clouds
490,Santa Maria,BR,-29.6842,-53.8069,66.96,90,100,15.7,overcast clouds
491,Safranbolu,TR,41.2508,32.6942,72.79,62,2,4.74,clear sky
492,Fengrun,CN,39.8333,118.1167,71.78,91,60,1.28,broken clouds
493,Mahebourg,MU,-20.4081,57.7,70.25,66,1,14.76,clear sky
494,Clinton,US,42.587,-82.9199,77.22,75,75,10.36,broken clouds
495,Baruun-Urt,MN,46.6806,113.2792,57.92,88,100,11.54,overcast clouds
496,Raga,SS,8.4596,25.678,80.67,73,33,1.36,scattered clouds
497,Dudinka,RU,69.4058,86.1778,62.22,58,1,10.07,clear sky
498,Pecos,US,31.4229,-103.4932,87.3,39,0,3.44,clear sky
499,Chapais,CA,49.7834,-74.8492,62.38,45,83,13.13,broken clouds
500,Baghdad,IQ,33.3406,44.4009,106.12,10,0,16.6,clear sky
501,Muli,MV,2.9167,73.5667,84.11,74,33,8.75,scattered clouds
502,Ucluelet,CA,48.9329,-125.5528,59.09,94,93,4.25,overcast clouds
503,Melton,AU,-37.6833,144.5833,51.82,80,64,15.84,broken clouds
504,Aguimes,ES,27.9054,-15.4461,74.66,65,20,28.77,few clouds
505,Tocopilla,CL,-22.092,-70.1979,63.88,45,0,6.33,clear sky
506,Kedgwick,CA,47.6446,-67.3434,77.25,36,91,10.58,overcast clouds
507,Bahia De Caraquez,EC,-0.6,-80.4167,75.31,79,97,6.67,overcast clouds
508,Uruzgan,AF,32.8333,66.0,86.65,18,0,7.7,clear sky
509,Rangapara,IN,26.8167,92.65,85.23,79,73,3.27,broken clouds
510,Auki,SB,-8.7676,160.7034,76.15,89,98,5.26,overcast clouds
511,Tarbes,FR,43.25,0.1667,97.27,21,7,9.22,haze
512,Malakal,SS,9.5334,31.6605,81.27,67,72,2.13,broken clouds
513,Ojinaga,MX,29.5667,-104.4167,92.57,48,0,6.91,clear sky
514,Kamaishi,JP,39.2667,141.8833,71.65,97,100,5.61,overcast clouds
515,Dwarka,IN,22.2394,68.9678,83.89,85,97,24.43,light rain
516,Shenjiamen,CN,29.9576,122.298,79.11,92,100,7.05,moderate rain
517,Avanigadda,IN,16.0215,80.9181,86.16,65,100,5.61,overcast clouds
518,Gulariya,NP,28.2333,81.3333,88.18,49,13,6.35,few clouds
519,Ryazan,RU,54.6197,39.74,66.63,63,81,5.08,broken clouds
520,Venezuela,VE,8.0,-66.0,82.85,70,100,8.63,overcast clouds
521,Ust-Nera,RU,64.5667,143.2,66.69,70,29,3.83,scattered clouds
522,Ponnani,IN,10.767,75.9252,74.52,87,99,5.39,overcast clouds
523,Nuuk,GL,64.1835,-51.7216,41.61,87,75,21.85,broken clouds
524,Goba,ET,7.0167,39.9833,52.34,95,67,4.59,light rain
525,Aginskoye,RU,51.1,114.53,59.81,91,100,6.8,light rain
526,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.62,62,72,5.12,broken clouds
527,Chlorakas,CY,34.8042,32.4083,87.55,65,0,17.27,clear sky
528,Magdagachi,RU,53.45,125.8,65.66,94,99,3.13,light rain
529,Zolochiv,UA,49.806,24.8944,68.31,51,80,2.86,broken clouds
530,Verkhnevilyuysk,RU,63.4453,120.3167,64.87,98,60,5.82,broken clouds
531,Rabo De Peixe,PT,37.8,-25.5833,74.71,69,20,11.5,few clouds
532,Manuk Mangkaw,PH,4.8,119.85,82.49,78,77,7.96,broken clouds
533,Paita,PE,-5.0892,-81.1144,68.72,70,12,13.13,few clouds
534,Rolla,US,37.9514,-91.7713,95.23,41,84,8.01,broken clouds
535,Pisco,PE,-13.7,-76.2167,67.01,72,0,4.27,clear sky
536,Enshi,CN,30.3,109.4833,78.71,83,100,2.26,overcast clouds
537,Zirgan,RU,53.2222,55.9185,69.22,85,19,5.59,light rain
538,Merauke,ID,-8.4667,140.3333,75.96,78,100,16.53,overcast clouds
539,Ulundi,ZA,-28.3352,31.4162,59.52,65,0,3.13,clear sky
540,Xiaoweizhai,CN,26.1903,107.5125,74.82,94,100,4.14,overcast clouds
541,Marawi,PH,7.9986,124.2928,69.33,94,100,3.96,overcast clouds
542,Takanabe,JP,32.1333,131.5,74.14,86,62,6.4,broken clouds
543,Port Macquarie,AU,-31.4333,152.9167,43.9,67,73,7.78,broken clouds
544,Horsham,GB,51.064,-0.3272,87.89,45,0,9.22,clear sky
545,Yumen,CN,40.2833,97.2,75.78,27,95,5.14,overcast clouds
546,Moncao,PT,42.0789,-8.4808,81.5,33,99,7.43,overcast clouds
547,Den Chai,TH,17.9837,100.0522,76.69,97,31,2.28,scattered clouds
548,Kingisepp,RU,59.3733,28.6134,60.76,73,77,7.31,broken clouds
549,Karasjok,NO,69.4719,25.5112,51.4,95,100,12.46,light rain
550,Gazli,UZ,40.1333,63.45,98.06,9,0,12.53,clear sky
551,Kuusamo,FI,65.9667,29.1833,66.24,52,0,6.91,clear sky
552,Ninh Binh,VN,20.2539,105.975,83.03,87,91,6.91,overcast clouds
553,Naryan-Mar,RU,67.6713,53.087,68.63,95,93,16.64,heavy intensity rain
554,Snyder,US,32.7179,-100.9176,92.08,40,0,8.05,clear sky
555,Santa Rosa,PH,14.3122,121.1114,77.11,92,100,3.09,overcast clouds
556,Homer,US,59.6425,-151.5483,55.78,96,100,5.01,overcast clouds
557,Maraa,BR,-1.8333,-65.3667,86.31,68,60,4.61,broken clouds
558,Kaupanger,NO,61.1845,7.2404,61.11,53,92,4.52,overcast clouds
559,Tofield,CA,53.3668,-112.6686,70.92,78,3,9.26,clear sky
560,Kargasok,RU,59.0556,80.8572,55.08,91,87,5.88,overcast clouds
561,San Patricio,US,28.017,-97.5169,89.91,49,25,9.46,scattered clouds
562,Aasiaat,GL,68.7098,-52.8699,38.48,89,100,0.54,overcast clouds
563,Australind,AU,-33.2667,115.7167,53.19,84,33,5.73,scattered clouds
564,Ayr,GB,55.4627,-4.6339,67.32,77,20,8.05,few clouds
565,Nagua,DO,19.3832,-69.8474,88.11,70,40,11.5,scattered clouds
566,Arandis,NA,-22.4167,14.9667,81.68,12,0,9.44,clear sky
567,Port-Gentil,GA,-0.7193,8.7815,78.76,73,75,13.8,broken clouds
568,Kavadarci,MK,41.4331,22.0119,95.45,17,0,8.12,clear sky
569,Roscommon,IE,53.6333,-8.1833,73.17,60,100,2.55,overcast clouds
570,Denpasar,ID,-8.65,115.2167,78.46,88,40,10.36,scattered clouds
571,Ewa Beach,US,21.3156,-158.0072,77.99,72,34,5.99,scattered clouds
572,Macheng,CN,31.1783,115.0319,79.92,86,100,3.91,overcast clouds
573,Impfondo,CG,1.6381,18.0667,82.51,62,94,3.2,overcast clouds
574,Big Spring,US,32.2504,-101.4787,88.23,49,0,10.36,clear sky
575,Wiang Sa,TH,8.6359,99.3666,76.28,92,100,0.58,overcast clouds
576,Sisimiut,GL,66.9395,-53.6735,43.07,80,96,9.89,overcast clouds
577,Haines Junction,CA,60.7522,-137.5108,50.61,84,100,6.17,overcast clouds
578,Danielskuil,ZA,-28.1887,23.5395,58.14,34,0,7.2,clear sky
579,Dasoguz,TM,41.8363,59.9666,96.69,13,0,10.16,clear sky
580,Floriano,BR,-6.7669,-43.0225,96.39,25,8,7.58,clear sky
581,San Miguel,SV,13.4833,-88.1833,86.74,57,98,2.1,overcast clouds
582,Seoul,KR,37.5683,126.9778,74.64,79,98,2.71,overcast clouds
583,Zyryanka,RU,65.75,150.85,58.91,73,58,12.26,broken clouds
584,Eregli,TR,37.5133,34.0467,82.53,27,0,14.18,clear sky
585,Machilipatnam,IN,16.1667,81.1333,85.23,71,100,8.99,overcast clouds
586,Wilmington,US,34.2257,-77.9447,80.01,84,90,1.99,overcast clouds
587,Igarka,RU,67.4667,86.5833,57.97,67,24,5.41,few clouds
588,Taoudenni,ML,22.6783,-3.9836,116.17,7,1,7.29,clear sky
589,Teplodar,UA,46.5059,30.3252,78.91,47,89,6.8,overcast clouds
590,Mukhen,RU,48.1,136.1,65.05,98,100,2.62,moderate rain
591,Polyarnyy,RU,69.1989,33.4478,56.16,91,100,3.56,overcast clouds
592,Menongue,AO,-14.6585,17.691,74.75,21,0,6.17,clear sky
593,Nedjo,ET,9.5046,35.5019,59.32,94,100,2.3,light rain
594,Aswan,EG,24.0934,32.907,100.13,11,2,13.15,clear sky
595,Vega De Alatorre,MX,20.0333,-96.6333,83.08,64,92,2.57,overcast clouds
596,Sambava,MG,-14.2667,50.1667,72.48,79,51,16.44,broken clouds
597,Talas,TR,38.6908,35.5538,77.67,36,20,10.36,few clouds
598,Afua,BR,-0.1567,-50.3867,86.74,61,15,5.14,few clouds
599,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.21,64,40,15.73,scattered clouds
600,Yeppoon,AU,-23.1333,150.7333,56.98,81,100,8.88,overcast clouds
601,Mondlo,ZA,-27.983,30.7177,54.99,53,0,4.92,clear sky
602,Pathein,MM,16.7833,94.7333,78.62,92,99,4.81,overcast clouds
603,Belousovka,KZ,50.1339,82.5239,68.85,60,75,6.71,broken clouds
604,Porto-Vecchio,FR,41.591,9.2795,94.66,38,0,16.11,clear sky
605,Cockburn Town,TC,21.4612,-71.1419,81.59,80,81,20.94,broken clouds
606,Kathu,TH,7.9178,98.3332,85.69,99,100,11.72,overcast clouds
607,Lasa,IT,46.6166,10.7002,83.35,39,50,2.73,scattered clouds
608,Sandy Bay,AU,-42.913,147.3532,49.89,75,40,11.5,scattered clouds
609,Taraza,CO,7.5836,-75.4007,88.11,60,27,4.45,scattered clouds
610,Kloulklubed,PW,7.0419,134.2556,73.9,81,100,10.33,overcast clouds
611,Gravdal,NO,68.1214,13.5031,51.84,80,77,10.13,broken clouds
612,Natal,BR,-5.795,-35.2094,81.66,71,42,15.41,scattered clouds
613,Walvis Bay,NA,-22.9575,14.5053,75.87,29,0,9.46,clear sky
614,Dawei,MM,14.0833,98.2,77.79,90,91,4.18,light rain
615,Tilichiki,RU,60.4667,166.1,48.34,91,98,5.28,overcast clouds
616,Nizhniy Tsasuchey,RU,50.5167,115.1333,60.91,96,100,8.57,overcast clouds
617,Kenai,US,60.5544,-151.2583,54.09,97,100,6.91,light rain
618,Misratah,LY,32.3754,15.0925,82.27,54,0,13.73,clear sky
619,Ilhabela,BR,-23.7781,-45.3581,82.96,47,100,3.51,overcast clouds
620,Damaturu,NG,11.747,11.9608,86.25,50,100,7.25,overcast clouds
621,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.71,52,51,3.2,broken clouds
622,Fairbanks,US,64.8378,-147.7164,55.6,94,100,5.75,light rain
623,Saginaw,US,43.3334,-84.0333,77.36,68,40,6.91,scattered clouds
624,Thinadhoo,MV,0.5333,72.9333,83.62,77,67,13.49,broken clouds
625,Killarney,IE,52.05,-9.5167,73.45,60,0,3.44,clear sky
626,Mildura,AU,-34.2,142.15,54.07,42,22,14.63,few clouds
627,Beipiao,CN,41.7919,120.7792,70.43,74,62,2.84,broken clouds
628,Brazzaville,CG,-4.2658,15.2832,93.58,25,2,2.21,clear sky
629,San Cristobal,VE,7.7669,-72.225,83.73,40,66,7.38,broken clouds
630,Lavras,BR,-21.2453,-44.9997,78.93,36,100,6.8,overcast clouds
631,Oktyabrskoye,RU,43.0645,44.7417,78.94,61,0,11.18,clear sky
632,Dalnegorsk,RU,44.5604,135.5701,57.4,99,100,2.86,overcast clouds
633,Guiratinga,BR,-16.3494,-53.7583,92.66,24,97,8.28,overcast clouds
634,Mago,RU,53.2514,140.1822,59.88,82,100,4.21,overcast clouds
635,Saint-Joseph,RE,-21.3667,55.6167,66.58,75,41,13.47,scattered clouds
636,Champerico,GT,14.3,-91.9167,81.99,73,78,0.89,broken clouds
637,Salaga,GH,8.5508,-0.5188,84.33,62,100,5.32,overcast clouds
638,Barstow,US,34.8986,-117.0228,92.39,20,0,3.56,clear sky
639,Mariinsk,RU,56.2139,87.7472,54.37,85,62,1.14,broken clouds
640,Ambulu,ID,-8.345,113.6058,74.64,90,31,3.31,scattered clouds
641,Alabaster,US,33.2443,-86.8164,91.08,66,69,1.99,broken clouds
642,Perehonivka,UA,48.5355,30.5192,77.41,35,94,2.71,overcast clouds
643,Carauari,BR,-4.8828,-66.8958,90.7,50,45,3.83,scattered clouds
644,Tupik,RU,54.4253,119.9327,63.12,96,100,1.77,moderate rain
645,Dargaville,NZ,-35.9333,173.8833,50.2,78,64,6.89,broken clouds
646,Baijiantan,CN,45.6333,85.1833,90.57,16,4,6.51,clear sky
647,Saint-Georges,GD,12.0564,-61.7485,81.99,76,100,13.94,overcast clouds
648,Iberia,US,29.9502,-91.7507,91.96,62,20,3.44,few clouds
649,Ligayan,PH,4.6533,119.4706,82.69,78,94,7.92,overcast clouds
650,Ginda,IN,30.6945,78.4932,68.02,86,26,3.44,scattered clouds
651,Moyale,KE,3.5167,39.0584,71.15,58,94,7.2,overcast clouds
652,Mazamari,PE,-11.3258,-74.5308,84.0,60,20,2.17,few clouds
653,Bantou,CN,26.2151,117.4893,80.31,81,100,2.1,overcast clouds
654,Paranapanema,BR,-23.3886,-48.7228,83.19,33,100,15.03,overcast clouds
655,Svetlogorsk,BY,52.6333,29.7333,64.98,62,90,3.67,overcast clouds
656,Arecibo,PR,18.4724,-66.7157,88.57,77,23,5.01,few clouds
657,Dabat,ET,12.9842,37.765,54.99,91,100,4.7,light rain
658,Kupang,ID,-10.1667,123.5833,72.9,74,30,11.59,scattered clouds
659,Marinette,US,45.1,-87.6307,73.89,73,0,8.05,clear sky
660,Ancud,CL,-41.8697,-73.8203,42.22,76,100,15.52,light rain
661,Margate,GB,51.3813,1.3862,76.1,60,35,1.99,scattered clouds
662,Yuzha,RU,56.5831,42.0122,66.58,64,82,2.01,broken clouds
663,Katherine,AU,-14.4667,132.2667,57.52,72,46,6.91,scattered clouds
664,Nha Trang,VN,12.25,109.1833,82.4,88,37,3.4,scattered clouds
665,Muros,ES,42.7762,-9.0603,69.33,72,45,8.75,scattered clouds
666,Serebryanyy Bor,RU,56.8,124.8,61.61,96,84,3.94,broken clouds
667,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,71,0,10.09,clear sky
668,San Ramon,US,37.7799,-121.978,74.59,71,0,1.99,clear sky
669,Bara,NG,10.3744,10.7288,82.33,68,98,9.69,light rain
670,Nayoro,JP,44.3506,142.4578,63.54,93,100,2.8,overcast clouds
671,Ushtobe,KZ,45.2514,77.9838,79.0,22,0,3.69,clear sky
672,Mishkino,RU,55.3389,63.9175,64.45,93,66,7.09,broken clouds
673,Yining,CN,29.0361,114.5636,83.34,77,100,2.28,overcast clouds
674,Padilla,CO,3.2204,-76.3139,80.17,65,52,3.53,broken clouds
675,Kismayo,SO,-0.3582,42.5454,75.76,82,98,18.5,overcast clouds
676,Turka,UA,49.1541,23.0297,66.34,45,86,6.29,overcast clouds
677,Mandurah,AU,-32.55,115.7,55.9,67,92,6.8,overcast clouds
678,Richards Bay,ZA,-28.783,32.0377,65.57,70,0,8.61,clear sky
679,Shimoda,JP,34.6667,138.95,72.1,92,100,5.41,light rain
680,Yeniseysk,RU,58.4497,92.1703,52.56,92,83,1.66,light rain
681,Tautira,PF,-17.7333,-149.15,75.65,60,78,23.78,broken clouds
682,Santander Jimenez,MX,24.2167,-98.4667,89.87,41,82,11.7,broken clouds
683,Goderich,CA,43.7501,-81.7165,74.91,60,19,6.26,few clouds
684,Volga,RU,57.9516,38.3879,62.31,79,26,6.35,light rain
685,Batsfjord,NO,70.6345,29.7185,51.58,93,100,25.32,light rain
686,Asbe Teferi,ET,9.0833,40.8667,64.67,77,97,7.7,light rain
687,Kapit,MY,2.0167,112.9333,73.4,98,84,0.81,broken clouds
688,Waipawa,NZ,-41.4122,175.5153,36.01,86,0,4.38,clear sky
689,Huarmey,PE,-10.0681,-78.1522,65.32,74,60,11.39,broken clouds
690,Gat,IL,31.61,34.7642,83.8,3,0,9.66,clear sky
691,Darhan,MN,49.4867,105.9228,58.19,67,19,3.89,few clouds
692,Tucurui,BR,-3.7661,-49.6725,91.49,45,88,3.89,overcast clouds
693,Boromo,BF,11.75,-2.9333,89.49,50,100,6.31,overcast clouds
694,Santa Lucia,ES,27.9117,-15.5407,69.76,65,20,28.77,few clouds
